Area,Location,Bedrooms,Bathrooms,Year Built,Nearby Metro,Price
3775,Hyderabad,3,2,2003,No,132.75
2936,Mumbai,2,3,2022,No,107.56
3532,Bangalore,3,2,2008,Yes,127.87
3671,Mumbai,5,1,1999,Yes,148.57
804,Delhi,5,3,2006,No,60.53
1156,Kolkata,4,2,2010,No,60.22
2166,Delhi,2,3,2015,Yes,94.72
1003,Bangalore,4,3,2008,Yes,85.26
2396,Pune,3,1,1999,No,85.26
3318,Bangalore,3,2,2004,No,127.26
3311,Delhi,5,1,1998,Yes,149.64
1296,Bangalore,5,1,2018,No,64.9
1501,Bangalore,5,3,2013,No,70.82
1636,Kolkata,3,1,2009,No,67.01
862,Chennai,4,2,1995,Yes,45.49
2379,Chennai,4,1,2018,No,94.34
1038,Hyderabad,3,3,2002,Yes,62.81
1339,Bangalore,2,3,2012,No,60.49
997,Kolkata,4,3,2003,Yes,58.51
1580,Mumbai,4,3,2007,No,75.28
829,Bangalore,2,3,2009,Yes,52.87
3513,Pune,5,1,2015,No,132.49
2032,Bangalore,3,2,2001,No,68.19
1886,Delhi,3,3,2010,Yes,93.45
1880,Kolkata,5,1,2020,No,66.1
2655,Kolkata,1,1,2005,Yes,106.08
2398,Pune,4,3,2006,No,84.96
2428,Delhi,4,1,2004,Yes,101.34
3978,Pune,4,1,1996,Yes,165.25
3447,Pune,4,2,2003,Yes,138.05
1817,Delhi,3,3,2022,Yes,83.84
3467,Hyderabad,1,1,1995,No,102.76
1869,Bangalore,2,1,2010,No,74.61
2924,Pune,3,2,2013,No,113.93
3576,Mumbai,3,1,1995,No,112.28
1992,Delhi,3,3,2018,Yes,87.4
1613,Kolkata,5,3,2011,Yes,92.95
1952,Delhi,2,2,1998,No,74.68
2536,Kolkata,5,3,1995,No,133.27
3555,Bangalore,1,2,2005,Yes,125.98
2683,Bangalore,5,2,2005,No,125.31
1067,Pune,4,1,2006,No,67.97
3612,Delhi,2,3,2020,Yes,130.78
2573,Bangalore,3,2,2018,No,104.35
1384,Delhi,2,3,2017,No,61.0
3266,Kolkata,2,2,1997,No,111.85
3717,Mumbai,2,3,2014,Yes,146.4
2690,Delhi,5,1,2002,No,100.69
1984,Pune,1,3,2012,No,78.3
1881,Kolkata,2,1,2010,Yes,93.01
1183,Mumbai,2,3,2022,No,51.42
3650,Mumbai,3,3,1996,No,149.77
3357,Hyderabad,3,3,2015,No,121.39
1229,Chennai,2,1,2011,No,64.17
3425,Bangalore,4,2,2013,No,124.18
3787,Kolkata,5,1,2007,Yes,165.77
1849,Mumbai,4,2,1997,Yes,98.57
2633,Hyderabad,3,1,2006,No,100.89
3436,Hyderabad,2,1,2015,Yes,129.17
1597,Hyderabad,3,1,2019,Yes,79.52
1171,Chennai,2,2,2007,No,53.37
3775,Pune,5,2,1997,Yes,169.18
1859,Kolkata,1,1,2009,Yes,75.96
2613,Bangalore,4,3,2007,Yes,116.81
2648,Delhi,4,1,2007,No,103.82
2090,Delhi,4,3,2004,Yes,97.85
3890,Delhi,5,1,2009,No,155.33
2987,Mumbai,3,3,2000,No,123.01
866,Hyderabad,1,2,2012,Yes,35.35
1814,Bangalore,5,1,2006,No,64.3
2353,Hyderabad,3,2,2000,No,82.05
2192,Pune,5,2,2013,Yes,108.38
3108,Chennai,4,1,2022,No,114.11
3821,Bangalore,3,3,2010,Yes,149.34
3474,Chennai,5,3,2009,No,134.39
2501,Chennai,4,2,1998,Yes,121.22
1378,Kolkata,5,3,1999,Yes,72.61
2405,Delhi,5,1,1996,Yes,104.45
3869,Mumbai,2,2,2011,No,133.48
2026,Kolkata,1,3,2020,No,101.79
3486,Mumbai,2,2,2008,No,122.83
2758,Pune,3,2,2006,Yes,103.39
2778,Kolkata,5,1,2010,Yes,129.74
1209,Kolkata,4,2,2009,Yes,80.8
3680,Pune,4,2,2017,Yes,137.71
3951,Delhi,4,3,2019,No,141.75
2511,Kolkata,2,3,2020,No,110.71
2960,Hyderabad,3,2,2005,No,112.74
3470,Chennai,1,3,2009,Yes,133.22
3668,Kolkata,5,1,2012,Yes,170.46
1639,Hyderabad,3,1,2022,Yes,55.45
988,Kolkata,3,3,2019,Yes,65.81
1076,Delhi,1,2,2005,Yes,40.44
2560,Mumbai,2,3,1996,Yes,121.1
2950,Kolkata,3,3,2017,Yes,115.05
2954,Hyderabad,2,2,2021,Yes,126.29
2739,Mumbai,3,3,1995,No,110.46
2777,Delhi,2,1,2014,No,96.9
3604,Bangalore,5,2,1999,No,145.44
3020,Mumbai,4,2,2019,Yes,131.46
1798,Pune,1,1,2008,No,77.67
1521,Bangalore,3,2,1997,Yes,85.06
2014,Delhi,2,1,2002,Yes,91.46
2493,Bangalore,3,1,2014,No,90.41
3678,Chennai,3,2,1996,No,119.7
3072,Hyderabad,2,2,2017,Yes,103.66
2507,Kolkata,2,1,2007,Yes,99.16
2981,Bangalore,5,1,2004,No,117.28
1860,Kolkata,5,3,2002,Yes,103.44
2940,Hyderabad,5,2,2017,Yes,138.2
2922,Delhi,1,1,1997,No,116.8
3603,Chennai,2,1,2018,No,122.74
3030,Hyderabad,5,1,1999,No,131.42
1516,Pune,4,2,2021,Yes,81.32
1258,Pune,2,3,2000,No,56.43
2501,Hyderabad,3,2,2022,No,106.27
1426,Hyderabad,3,2,2002,No,57.01
3256,Mumbai,1,3,2020,Yes,124.48
1006,Bangalore,4,2,2012,Yes,64.33
2156,Kolkata,4,1,2016,Yes,99.5
1472,Hyderabad,3,3,2021,Yes,71.71
3860,Kolkata,3,2,2001,Yes,139.39
2777,Delhi,4,1,2014,Yes,103.54
2739,Pune,3,3,1999,Yes,95.18
3595,Hyderabad,5,2,1998,No,150.19
1072,Pune,3,1,1998,No,55.21
3226,Bangalore,1,2,2004,Yes,109.5
3473,Delhi,3,1,2015,No,130.62
3511,Delhi,5,1,2020,No,144.43
1849,Chennai,1,1,2014,No,74.8
3527,Hyderabad,5,2,1995,No,148.97
3391,Pune,2,3,1995,Yes,131.23
3580,Kolkata,1,3,2018,Yes,130.91
2677,Hyderabad,3,1,2013,No,93.58
890,Bangalore,3,1,2013,No,54.23
1275,Pune,4,2,2016,No,55.98
2846,Bangalore,5,1,2019,Yes,126.15
1525,Hyderabad,1,2,2014,Yes,63.3
2011,Hyderabad,1,3,1998,No,69.77
1333,Mumbai,4,1,2003,Yes,78.5
3545,Bangalore,2,2,2002,Yes,142.4
3727,Delhi,4,2,2002,No,139.17
884,Mumbai,5,3,2009,No,37.15
3439,Bangalore,5,2,2017,Yes,154.74
1640,Hyderabad,1,3,2001,No,65.7
876,Pune,2,2,2022,Yes,72.62
3177,Chennai,1,2,2020,Yes,132.02
3230,Pune,3,2,2019,No,126.32
3224,Mumbai,5,1,2022,Yes,118.57
3188,Mumbai,2,1,2022,No,128.0
2000,Mumbai,4,2,2016,No,67.5
3271,Bangalore,2,3,2003,Yes,130.03
2790,Delhi,3,1,2020,No,93.85
3021,Kolkata,4,3,2012,Yes,139.42
1205,Mumbai,1,1,1996,No,28.81
2929,Delhi,3,2,2012,Yes,121.26
820,Mumbai,1,3,2005,No,34.64
3538,Chennai,1,2,2015,No,110.17
3857,Pune,5,3,2015,Yes,172.05
1197,Hyderabad,4,1,2020,Yes,57.27
3177,Bangalore,5,3,2004,No,130.98
3072,Chennai,3,1,2011,No,89.5
2600,Chennai,3,3,2013,Yes,94.3
3628,Delhi,4,3,2022,Yes,134.45
2608,Chennai,3,3,1998,Yes,107.11
1693,Bangalore,4,2,2017,No,88.22
2744,Mumbai,1,1,2012,Yes,104.35
1237,Pune,5,3,2015,No,72.66
2095,Bangalore,3,2,2010,No,68.74
2103,Pune,4,2,1995,Yes,83.36
1022,Chennai,1,2,2001,No,53.27
2410,Bangalore,4,1,2011,Yes,119.04
2760,Kolkata,2,3,2012,No,108.01
1308,Delhi,3,2,2021,No,55.3
3464,Pune,2,2,2005,Yes,105.2
1865,Delhi,1,2,2009,Yes,89.15
1999,Hyderabad,2,1,2001,Yes,83.07
2068,Pune,1,3,1997,Yes,81.01
2076,Hyderabad,4,1,2008,No,86.76
2097,Chennai,3,1,2006,No,88.9
3806,Pune,3,3,2005,No,129.51
1403,Mumbai,4,2,2020,No,72.64
1834,Hyderabad,2,1,2015,Yes,80.97
2999,Mumbai,5,3,2005,Yes,130.43
988,Pune,5,3,2005,Yes,86.11
3807,Pune,4,2,2013,No,146.86
1475,Chennai,2,2,1997,Yes,65.14
1437,Mumbai,5,3,2005,Yes,80.96
3058,Delhi,3,1,1995,Yes,127.42
2796,Bangalore,5,2,2014,No,104.41
3968,Delhi,1,3,1996,Yes,153.09
2644,Bangalore,3,2,2013,No,83.67
3186,Bangalore,2,3,2019,Yes,144.35
846,Bangalore,2,3,2021,Yes,57.89
1619,Pune,1,1,1998,No,56.34
3822,Kolkata,2,3,2004,Yes,157.86
1880,Mumbai,1,3,2017,No,73.08
3946,Chennai,2,3,2004,No,140.54
2077,Chennai,5,3,2002,Yes,110.64
3684,Chennai,3,3,2017,Yes,148.13
3799,Mumbai,3,3,2006,Yes,144.2
3445,Pune,3,2,2006,No,117.48
3017,Hyderabad,1,1,2018,No,104.01
1969,Kolkata,2,1,2017,Yes,107.39
3686,Hyderabad,5,2,2010,No,140.18
1856,Chennai,5,2,1997,No,84.71
2338,Pune,1,3,1996,No,110.47
1595,Delhi,2,3,2008,Yes,80.59
3997,Mumbai,1,2,1997,Yes,144.37
3806,Delhi,3,2,1996,Yes,167.84
3984,Mumbai,3,3,2005,No,126.17
3662,Pune,5,2,2013,No,144.94
3189,Hyderabad,5,3,2012,No,111.77
847,Pune,1,3,2005,Yes,46.5
3211,Kolkata,2,1,2015,No,106.92
2221,Delhi,1,2,2020,Yes,80.2
2018,Hyderabad,2,1,1995,Yes,86.01
2560,Mumbai,5,3,2004,No,120.61
1524,Hyderabad,1,3,2018,No,41.81
2144,Kolkata,1,2,2002,No,66.07
2617,Hyderabad,5,1,2014,Yes,105.6
937,Chennai,3,3,2020,Yes,65.36
1154,Chennai,3,1,2014,No,55.75
2668,Bangalore,1,3,2006,Yes,91.29
1893,Hyderabad,4,2,2014,No,94.3
1610,Kolkata,1,2,2009,Yes,78.06
2405,Delhi,2,3,1995,No,95.68
2543,Kolkata,2,1,2022,Yes,98.16
3559,Pune,1,1,2016,Yes,126.63
858,Hyderabad,1,1,2009,Yes,58.66
1570,Delhi,4,1,2014,No,70.41
1188,Kolkata,5,3,2018,Yes,77.28
3693,Chennai,4,3,2005,No,129.19
3716,Hyderabad,4,2,2000,Yes,167.64
1138,Bangalore,5,3,2006,Yes,65.93
1556,Mumbai,2,1,1997,Yes,50.04
1395,Chennai,5,1,2011,No,80.66
1235,Chennai,5,1,1995,No,66.55
2273,Kolkata,4,2,1997,Yes,119.36
1176,Delhi,5,1,2017,No,56.28
2782,Mumbai,4,1,1995,Yes,117.65
3238,Kolkata,1,3,2014,Yes,123.12
3328,Chennai,1,1,2022,Yes,122.66
3668,Bangalore,4,2,2001,No,144.79
913,Pune,1,3,2008,Yes,67.33
1573,Chennai,2,3,2017,No,69.33
2726,Hyderabad,4,1,1996,Yes,115.19
3019,Delhi,5,2,1996,Yes,157.53
817,Chennai,4,1,1997,Yes,55.17
1034,Delhi,1,3,2000,No,41.88
2133,Mumbai,3,3,2015,Yes,111.98
2492,Chennai,4,1,2002,Yes,115.34
3570,Bangalore,4,1,2005,Yes,145.75
1080,Chennai,4,2,2000,No,61.83
1630,Pune,2,2,1995,Yes,88.24
1938,Bangalore,3,1,2012,No,77.53
2495,Pune,5,1,2017,No,103.56
2490,Chennai,4,2,2019,No,99.75
2386,Bangalore,5,1,2003,Yes,120.33
1217,Bangalore,3,1,2017,Yes,41.56
3131,Pune,5,1,2002,Yes,131.11
1384,Mumbai,3,2,2018,Yes,67.33
2151,Pune,5,2,2011,No,89.04
2164,Bangalore,2,1,2001,Yes,85.7
3469,Chennai,4,3,2001,No,126.81
3068,Chennai,5,2,1997,Yes,118.77
2856,Mumbai,2,1,2019,Yes,104.66
2732,Chennai,2,2,2020,Yes,108.48
3953,Bangalore,2,1,2019,No,160.89
1631,Chennai,1,2,2016,No,52.57
3222,Bangalore,3,2,1996,Yes,133.51
1333,Chennai,2,2,1999,Yes,70.88
1922,Mumbai,1,2,2001,Yes,88.47
2505,Chennai,5,3,2009,Yes,122.57
3549,Delhi,5,1,2019,No,124.78
3679,Delhi,2,2,2018,Yes,137.23
3624,Kolkata,1,2,2021,Yes,124.22
2205,Bangalore,3,1,2001,No,75.09
2686,Hyderabad,5,3,2009,Yes,120.43
3787,Bangalore,5,1,2006,No,125.34
1246,Chennai,4,2,2022,No,50.07
3527,Delhi,3,1,1998,No,109.53
3191,Chennai,5,1,2019,No,124.98
3272,Bangalore,2,1,1999,Yes,124.34
1424,Kolkata,3,1,2020,Yes,66.56
2663,Pune,5,3,1995,Yes,120.13
3153,Delhi,3,3,2017,Yes,127.57
2995,Kolkata,2,1,2007,No,111.96
3696,Delhi,2,3,2022,No,146.49
1531,Pune,4,3,2008,Yes,78.75
3301,Hyderabad,3,2,2017,Yes,134.01
1737,Kolkata,5,2,2020,Yes,75.55
2880,Hyderabad,3,2,1998,Yes,123.36
2555,Pune,1,1,1997,Yes,93.06
2324,Delhi,5,1,2012,No,95.97
2520,Hyderabad,5,2,2017,No,114.96
2016,Delhi,4,1,1999,Yes,82.03
2003,Delhi,1,1,2011,No,72.68
2690,Bangalore,2,1,2003,Yes,114.59
3831,Delhi,1,3,2017,No,123.68
2341,Mumbai,5,3,2016,No,102.09
1190,Delhi,1,3,2009,No,31.12
3204,Pune,5,3,2016,Yes,126.32
3420,Mumbai,5,3,2000,Yes,150.59
3311,Pune,2,1,2013,Yes,120.7
3777,Pune,3,2,2020,No,121.23
898,Kolkata,4,1,2022,No,50.12
2995,Chennai,4,3,2022,No,127.54
1369,Delhi,4,3,2013,Yes,75.85
1526,Delhi,1,1,1996,Yes,62.77
1801,Kolkata,5,1,2016,No,81.06
2370,Delhi,4,3,2020,No,99.91
1102,Kolkata,3,2,2011,No,61.82
2851,Pune,5,2,2004,No,118.44
3625,Hyderabad,3,3,2016,No,156.78
2954,Mumbai,3,2,2012,No,96.32
2922,Delhi,5,2,2003,No,122.99
1863,Delhi,1,3,2004,Yes,85.07
1438,Hyderabad,2,3,2008,No,65.75
3542,Mumbai,2,3,2021,No,125.56
1942,Kolkata,3,3,2016,Yes,78.61
2920,Mumbai,3,1,1999,Yes,121.12
1351,Kolkata,3,3,2021,No,56.65
1776,Delhi,2,1,2019,No,55.63
895,Chennai,3,1,1997,No,28.65
3986,Delhi,5,3,2007,Yes,163.91
3731,Delhi,1,1,2003,No,123.83
1991,Hyderabad,5,3,2006,Yes,95.49
3124,Pune,1,2,2005,No,117.93
3106,Bangalore,1,1,1998,Yes,118.41
845,Kolkata,3,3,2000,No,49.18
1145,Kolkata,2,1,2014,No,54.86
1646,Delhi,1,3,2017,Yes,81.05
3742,Pune,3,1,1996,No,126.12
1876,Hyderabad,5,3,2001,No,88.98
1971,Bangalore,5,1,2003,Yes,100.33
2356,Pune,5,3,2002,No,88.6
3961,Pune,1,1,1996,No,137.47
1032,Chennai,4,1,2000,Yes,69.69
850,Hyderabad,4,2,2016,No,54.44
1464,Mumbai,2,2,2006,Yes,83.85
1250,Mumbai,2,1,2014,No,55.47
2162,Pune,3,1,2018,No,97.04
1150,Hyderabad,1,1,2021,Yes,31.09
3496,Hyderabad,2,2,1995,No,118.61
2108,Mumbai,1,3,2017,No,94.35
3725,Delhi,2,2,1997,No,141.6
1382,Chennai,5,1,2018,Yes,82.43
1044,Chennai,3,3,2005,Yes,70.59
1349,Mumbai,5,2,2001,Yes,91.12
1527,Kolkata,3,3,2004,Yes,92.3
1438,Kolkata,4,1,2011,Yes,80.74
1383,Mumbai,2,1,1995,No,56.73
3073,Chennai,3,3,2003,Yes,105.61
3674,Kolkata,4,2,1997,No,128.35
1240,Kolkata,2,3,2010,No,45.05
2267,Kolkata,1,3,2022,Yes,70.77
2619,Pune,4,2,2013,Yes,100.5
1211,Hyderabad,3,2,1999,Yes,64.51
1613,Pune,2,3,2019,Yes,54.79
1045,Pune,4,1,2000,Yes,68.51
1382,Delhi,5,2,1999,Yes,82.98
2530,Pune,3,1,1996,Yes,105.4
3347,Pune,5,2,2001,No,122.18
1781,Mumbai,5,1,1998,Yes,92.04
2774,Bangalore,5,3,2022,No,137.12
1349,Pune,3,3,2017,No,62.21
2964,Pune,3,1,2011,Yes,124.87
2187,Hyderabad,4,2,2001,No,93.19
2737,Bangalore,3,3,1995,No,101.86
1003,Kolkata,1,1,2017,No,47.71
1150,Pune,2,3,1999,No,47.14
1118,Kolkata,3,1,2001,No,35.51
3787,Bangalore,1,1,2021,No,125.22
3336,Hyderabad,1,2,2001,Yes,122.67
2492,Hyderabad,1,1,2022,Yes,93.52
906,Bangalore,5,3,2006,Yes,85.03
3501,Hyderabad,4,2,2019,Yes,138.36
3019,Pune,2,3,2019,Yes,128.92
3366,Delhi,3,3,2008,No,129.99
2678,Pune,5,3,2001,Yes,121.27
1757,Delhi,2,1,2022,No,56.1
3660,Kolkata,4,1,2010,Yes,155.57
3375,Pune,3,2,2006,No,115.25
3167,Hyderabad,2,3,2003,Yes,120.1
1860,Delhi,4,1,2009,No,80.03
3346,Pune,3,2,2005,Yes,133.39
3112,Hyderabad,1,2,2010,No,81.95
2491,Chennai,2,1,1995,No,86.83
2472,Chennai,1,3,2007,No,96.01
3755,Bangalore,4,3,2010,Yes,151.27
1201,Mumbai,4,2,2004,Yes,82.15
3834,Chennai,3,2,1999,Yes,141.49
1401,Chennai,2,3,1995,No,56.57
3799,Kolkata,2,3,2000,No,141.54
1017,Pune,5,3,2003,Yes,71.5
3177,Mumbai,5,1,1999,No,128.9
985,Pune,3,3,2005,No,54.32
3056,Pune,2,1,2007,Yes,118.22
1087,Kolkata,2,3,2016,No,64.97
887,Bangalore,3,3,1998,No,36.62
3850,Pune,2,2,1997,Yes,140.76
2983,Pune,5,1,2016,Yes,130.31
3005,Bangalore,2,1,2008,No,117.57
3641,Pune,1,2,2015,No,101.0
3767,Mumbai,2,1,2020,Yes,130.7
954,Kolkata,4,3,2005,No,73.37
1019,Kolkata,4,2,2017,Yes,66.89
2282,Bangalore,4,1,2003,No,96.06
1121,Hyderabad,1,2,2000,No,32.79
3538,Chennai,2,1,1999,Yes,119.47
1640,Pune,3,3,2018,No,84.92
2385,Kolkata,5,3,1998,No,114.41
2636,Mumbai,2,2,2006,No,87.27
3359,Delhi,3,3,1998,No,133.84
2934,Bangalore,2,1,1996,Yes,100.52
2368,Bangalore,4,3,1999,No,104.33
3122,Pune,4,1,2014,No,93.41
2988,Pune,2,3,2006,No,106.53
2559,Bangalore,4,1,2018,No,91.36
1424,Kolkata,3,3,2015,No,55.1
3763,Pune,2,1,2002,No,125.42
1152,Pune,2,2,2006,Yes,73.71
1828,Kolkata,2,1,2011,Yes,71.82
3229,Hyderabad,5,3,2008,No,152.56
2157,Mumbai,5,1,1995,Yes,96.31
1274,Mumbai,3,1,2009,No,54.9
2809,Mumbai,2,3,2004,No,105.31
1727,Kolkata,3,1,2015,No,88.29
829,Chennai,5,2,2013,No,79.31
3769,Bangalore,1,2,2013,No,130.23
3441,Bangalore,3,2,2009,No,112.52
3340,Pune,5,1,2002,No,116.63
1294,Pune,2,1,1995,Yes,69.47
1187,Hyderabad,5,3,2020,No,68.9
1672,Kolkata,1,3,2010,No,76.06
1634,Bangalore,2,2,2004,No,50.96
1429,Pune,5,2,2009,Yes,87.0
3786,Mumbai,3,3,2017,No,151.91
829,Delhi,1,2,2004,Yes,14.84
3470,Chennai,3,1,1998,Yes,138.42
1606,Mumbai,2,3,2008,Yes,57.04
3189,Mumbai,4,3,2005,Yes,132.64
2632,Pune,2,3,2017,No,106.88
2110,Hyderabad,5,1,2016,Yes,96.33
2768,Chennai,1,1,1995,Yes,99.67
3848,Hyderabad,3,2,2008,Yes,142.72
2760,Delhi,5,1,2002,Yes,125.18
1043,Delhi,1,1,1997,No,37.37
1020,Hyderabad,3,1,2022,Yes,50.65
1979,Kolkata,4,1,2020,No,78.89
2206,Pune,2,3,2020,No,84.57
2571,Hyderabad,1,3,1995,Yes,108.87
2143,Hyderabad,1,1,2004,No,80.25
3220,Hyderabad,5,1,2015,Yes,152.02
1330,Chennai,2,2,2017,Yes,78.5
3062,Hyderabad,3,3,1998,No,126.08
3214,Mumbai,2,3,2016,No,108.21
2961,Mumbai,2,1,2012,Yes,118.06
824,Bangalore,1,1,2010,Yes,56.49
3781,Mumbai,4,3,2018,Yes,149.23
1944,Delhi,3,1,2005,Yes,85.64
2565,Delhi,4,2,2003,No,108.9
3458,Hyderabad,4,1,2006,Yes,159.88
1657,Chennai,5,1,2010,Yes,103.26
1826,Hyderabad,2,3,2015,No,65.47
1697,Mumbai,3,3,2010,No,77.96
1572,Mumbai,5,2,1996,No,87.23
3292,Kolkata,3,1,2018,No,113.63
819,Mumbai,3,1,2000,No,36.07
2027,Delhi,4,3,2022,Yes,103.02
1605,Delhi,1,3,2016,Yes,72.2
2180,Pune,4,1,2016,Yes,82.99
2975,Kolkata,2,2,2005,Yes,120.45
3205,Bangalore,3,1,2010,No,128.09
1680,Mumbai,2,1,2021,Yes,60.75
3908,Pune,3,3,1996,No,145.01
2133,Chennai,2,2,1996,No,89.02
2484,Mumbai,2,3,2022,No,97.3
3764,Hyderabad,4,1,2009,No,134.8
2405,Mumbai,3,1,1997,Yes,98.41
1907,Pune,3,2,2010,No,77.08
3357,Bangalore,2,2,2003,Yes,127.64
1243,Chennai,1,1,2021,Yes,45.65
2842,Kolkata,2,2,2005,No,104.44
2028,Chennai,2,3,2004,Yes,83.58
2311,Chennai,1,2,2013,Yes,77.77
1578,Delhi,1,1,2004,Yes,71.19
3959,Bangalore,4,1,2008,Yes,143.79
3099,Kolkata,2,3,2002,Yes,129.14
2546,Mumbai,3,3,2021,No,101.08
2678,Bangalore,5,3,2013,No,117.55
1854,Kolkata,1,2,2001,Yes,72.14
1220,Bangalore,4,3,1996,Yes,58.56
2651,Kolkata,2,1,2019,No,92.18
2908,Bangalore,2,3,1999,No,114.58
1378,Kolkata,4,2,2001,Yes,71.45
2049,Bangalore,4,2,2003,No,81.43
2786,Bangalore,2,1,1998,Yes,107.29
2158,Delhi,2,1,2022,No,74.02
3426,Pune,3,2,2016,No,123.76
3487,Bangalore,1,1,2004,No,101.56
910,Mumbai,3,3,1997,Yes,67.57
1290,Bangalore,3,3,2021,No,61.66
2095,Chennai,5,3,2004,Yes,121.57
2636,Hyderabad,2,3,2016,Yes,120.7
2881,Chennai,4,3,2013,Yes,128.42
3059,Chennai,3,2,2005,Yes,117.63
2196,Chennai,2,3,2008,Yes,85.86
2972,Bangalore,5,1,2015,Yes,139.06
3974,Chennai,3,1,2020,Yes,161.25
2541,Delhi,1,2,2016,No,92.47
3991,Bangalore,5,3,2004,Yes,140.04
1693,Kolkata,4,2,2021,No,73.57
3178,Pune,1,1,2000,Yes,121.43
2675,Chennai,4,3,2007,Yes,116.95
2749,Bangalore,1,2,2021,Yes,86.15
2393,Kolkata,4,1,1998,No,95.51
1211,Delhi,1,2,2020,No,44.74
2222,Mumbai,4,2,2016,No,93.95
3781,Bangalore,2,3,2009,No,149.95
2476,Pune,1,3,2021,Yes,112.82
1986,Mumbai,1,3,2016,No,77.4
2446,Chennai,4,3,2014,Yes,104.76
3511,Bangalore,1,3,2007,No,113.98
1888,Kolkata,2,2,2001,No,75.82
2039,Kolkata,1,2,2017,Yes,92.32
1402,Kolkata,4,3,2020,Yes,67.71
2737,Chennai,5,3,2017,No,125.84
825,Kolkata,1,1,2008,No,36.32
3516,Mumbai,4,2,2020,Yes,144.98
1383,Delhi,1,1,2016,Yes,74.38
1867,Pune,5,2,2006,No,90.28
1913,Bangalore,1,3,2002,No,62.13
1956,Mumbai,1,2,2020,Yes,87.63
1984,Hyderabad,2,3,2020,No,79.25
2567,Mumbai,1,2,2013,Yes,112.4
1179,Bangalore,1,2,1996,No,39.47
2084,Bangalore,5,1,2014,No,89.3
2206,Kolkata,3,3,2022,No,99.94
1168,Hyderabad,1,2,2005,No,52.62
3982,Chennai,3,2,2007,No,135.62
1900,Bangalore,4,2,2003,Yes,77.95
3056,Kolkata,2,2,2018,Yes,111.2
1836,Kolkata,2,3,2004,Yes,82.08
2744,Bangalore,4,2,2018,No,111.96
2393,Mumbai,3,2,2018,No,77.18
2721,Chennai,4,3,2003,No,96.58
824,Chennai,2,3,2007,Yes,65.92
1345,Kolkata,2,1,2007,No,55.05
1963,Pune,4,3,2016,No,101.11
1074,Hyderabad,4,1,2020,No,60.03
3721,Pune,5,3,2008,Yes,154.06
3069,Pune,4,3,2011,Yes,144.55
3908,Pune,2,1,2006,No,126.05
3722,Chennai,5,3,2022,Yes,151.84
1952,Mumbai,1,3,2017,Yes,86.82
2146,Pune,3,2,2016,Yes,77.4
2256,Pune,5,2,2000,No,96.97
3065,Hyderabad,2,1,2001,Yes,115.22
2670,Kolkata,4,3,2010,Yes,131.65
2071,Chennai,4,1,2009,Yes,82.21
910,Delhi,5,3,2000,Yes,78.27
3663,Mumbai,4,1,2016,No,132.58
2555,Mumbai,4,3,2002,No,95.03
1507,Mumbai,1,2,2009,No,65.47
2994,Delhi,5,1,2008,No,110.96
2167,Pune,2,1,1996,No,88.39
2328,Hyderabad,5,3,2015,Yes,91.27
1351,Pune,2,1,2018,No,47.61
933,Mumbai,2,1,2002,Yes,55.75
3311,Hyderabad,2,3,2001,Yes,132.26
3711,Hyderabad,2,2,2015,Yes,135.87
2813,Delhi,3,1,1995,Yes,129.74
1986,Delhi,1,1,1998,Yes,82.42
3303,Chennai,1,1,1995,Yes,99.45
1884,Chennai,5,2,1998,No,95.83
1828,Pune,1,1,2016,No,65.87
1860,Pune,3,2,1996,Yes,96.21
3307,Kolkata,1,3,2011,Yes,112.78
2560,Pune,3,2,2014,Yes,107.67
2822,Mumbai,1,3,2011,No,104.54
2551,Mumbai,2,1,2009,Yes,85.37
2986,Chennai,1,3,2008,No,111.31
3465,Pune,3,1,2003,No,122.4
3970,Pune,3,2,2014,No,118.66
3527,Kolkata,2,3,1996,No,141.87
3808,Chennai,2,2,1996,No,127.77
3446,Hyderabad,5,2,2012,No,155.72
1395,Mumbai,4,1,2001,Yes,82.86
810,Mumbai,4,1,1996,Yes,55.28
3174,Chennai,4,3,2005,No,124.44
2521,Hyderabad,1,1,2020,Yes,77.76
3226,Delhi,1,1,2005,Yes,118.1
3078,Bangalore,2,3,2001,No,120.8
1964,Bangalore,3,3,1999,No,78.65
1417,Chennai,3,2,2013,No,53.97
1564,Kolkata,5,2,1999,Yes,94.76
848,Delhi,4,2,1997,No,51.02
1250,Chennai,5,1,2003,Yes,104.65
2598,Pune,1,1,2022,No,100.08
1290,Delhi,2,1,2014,Yes,51.05
2692,Pune,5,1,2013,No,116.26
2232,Chennai,1,2,1996,No,74.59
3254,Hyderabad,3,1,2004,Yes,123.89
1874,Hyderabad,4,1,2008,No,75.12
3022,Hyderabad,1,3,2000,No,105.7
2084,Hyderabad,2,1,1995,No,67.37
3327,Mumbai,3,2,2003,No,125.29
2557,Pune,3,1,1998,Yes,96.91
1022,Mumbai,4,1,2004,Yes,64.83
1068,Mumbai,5,2,1997,Yes,74.84
3657,Chennai,2,1,2018,No,134.18
3740,Chennai,2,2,2020,No,132.49
1700,Kolkata,5,1,2020,No,83.9
1718,Bangalore,3,1,2012,No,58.57
3165,Hyderabad,1,2,2021,Yes,124.5
1184,Pune,5,2,2014,No,65.2
2409,Mumbai,5,2,2022,Yes,103.9
1425,Hyderabad,2,1,2008,No,59.61
3925,Hyderabad,3,3,2016,Yes,142.98
